title,release_date,budget,director,distributor,dom_total_gross,domestic_total_adj_gross,genre,oscar_noms,oscar_wins,producers,rating,runtime_mins,theaters,clean_rating,new_genre,days_in_theater,year,summer,fall,holiday,winter,spring,PG-13,R,PG,G,GP,M/PG
Conspiracy Theory,8/8/1997,,['Richard Donner'],Warner Bros.,75982834,147827200,Thriller,0,0,"['Joel Silver', 'Jim Van Wyck']",R,129,2806,R,Crime_Thriller,,1997,1,0,0,0,0,0,1,0,0,0,0
The Conspirator,4/15/2011,25000000,['Robert Redford'],Roadside Attractions,11538204,12784400,Historical Drama,0,0,['Greg Shapiro'],PG-13,122,849,PG-13,Historical,153,2011,0,0,0,0,1,1,0,0,0,0,0
The Constant Gardener,8/31/2005,25000000,['Fernando Meirelles'],Focus Features,33579797,46781200,Thriller,4,1,,R,129,1387,R,Crime_Thriller,92,2005,1,0,0,0,0,0,1,0,0,0,0
Constantine,2/18/2005,100000000,['Francis Lawrence'],Warner Bros.,75976178,105845100,Horror,0,0,"['Gilbert Adler', 'Lorenzo di Bonaventura', 'Lauren Schuler Donner', 'Akiva Goldsman', 'Erwin Stoff']",R,121,3006,R,Horror,118,2005,0,0,0,1,0,0,1,0,0,0,0
Constellation,2/2/2007,,,The Bigger Picture,306533,397900,Drama,0,0,,PG-13,102,238,PG-13,Drama,9,2007,0,0,0,1,0,1,0,0,0,0,0
Consuming Passions,4/6/1988,,,Samuel Goldwyn,118206,256800,Unknown,0,0,,R,98,5,R,None,,1988,0,0,0,0,1,0,1,0,0,0,0
Contact,7/11/1997,90000000,['Robert Zemeckis'],Warner Bros.,100920329,196343900,Sci-Fi,1,0,['Lynda Obst'],PG,150,2314,PG,Fantasy_Scifi,,1997,1,0,0,0,0,0,0,1,0,0,0
Contagion,9/9/2011,60000000,['Steven Soderbergh'],Warner Bros.,75658097,85091500,Action Thriller,0,0,"['Gregory Jacobs', 'Michael Shamberg', 'Stacey Sher', 'Jeff Skoll', 'Steven Soderbergh']",PG-13,105,3222,PG-13,Act_Adven,97,2011,0,1,0,0,0,1,0,0,0,0,0
Contemporary Color,3/1/2017,,,Oscilloscope Pictures,15305,15400,Documentary,0,0,,PG-13,97,5,PG-13,Documentary,57,2017,0,0,0,0,1,1,0,0,0,0,0
The Contender,10/13/2000,20000000,['Rod Lurie'],DreamWorks,17872723,29602100,Drama / Thriller,2,0,,R,127,1639,R,Drama,111,2000,0,1,0,0,0,0,1,0,0,0,0
Continental Divide,9/18/1981,,['Michael Apted'],Universal,15578237,50040900,Romantic Comedy,0,0,['Steven Spielberg'],PG,103,,PG,Romance,,1981,0,1,0,0,0,0,0,1,0,0,0
Contraband,1/13/2012,25000000,['Baltasar Kormakur'],Universal,66528000,75874200,Thriller,0,0,"['Tim Bevan', 'Eric Fellner', 'Bill Johnson', 'Baltasar Kormakur', 'Stephen Levinson', 'Mark Wahlberg']",R,110,2870,R,Crime_Thriller,62,2012,0,0,0,1,0,0,1,0,0,0,0
The Contract  - Box Office Mojo,,,['Bruce Beresford'],"Millennium Films, Inc.",,,Thriller,0,0,,R,,,R,Crime_Thriller,,,0,0,0,0,0,0,1,0,0,0,0
Control,10/10/2007,,['Anton Corbijn'],Weinstein Company,872252,1129700,Music Drama,0,0,"['Iain Canning', 'Anton Corbijn']",R,121,29,R,Musical,113,2007,0,1,0,0,0,0,1,0,0,0,0
Controlled Chaos,6/4/2003,,,Reliance Films,40289,11200,Comedy,0,0,,R,92,1,R,Comedy,15,2003,1,0,0,0,0,0,1,0,0,0,0
Controlled Chaos,10/19/2007,,,Reliance Films,40289,42500,Comedy,0,0,,R,92,1,R,Comedy,23,2007,0,1,0,0,0,0,1,0,0,0,0
The Conversation,4/7/1974,,['Francis Ford Coppola'],Paramount,4420000,21107300,Drama / Thriller,0,0,,PG,113,,PG,Drama,,1974,0,0,0,0,1,0,0,1,0,0,0
Conversations with God,10/27/2006,,,IDP,425045,579500,Drama,0,0,,PG,109,64,PG,Drama,41,2006,0,1,0,0,0,0,0,1,0,0,0
Conversations with Other Women,8/11/2006,,,Fabrication Films,379418,517300,Drama,0,0,['Ram Bergman'],R,84,14,R,Drama,93,2006,1,0,0,0,0,0,1,0,0,0,0
Conviction,10/15/2010,12500000,['Tony Goldwyn'],Fox Searchlight,6783129,7619300,Drama,0,0,['Hilary Swank'],R,107,672,R,Drama,72,2010,0,1,0,0,0,0,1,0,0,0,0
Convoy,6/28/1978,,,MGM,22765081,86877000,Action Comedy,0,0,,PG,100,,PG,Act_Adven,,1978,1,0,0,0,0,0,0,1,0,0,0
Coogan's Bluff,10/2/1968,,,Universal,3110000,21200200,Unknown,0,0,,R,95,,R,None,,1968,0,1,0,0,0,0,1,0,0,0,0
Cook County,12/16/2011,,,Hannover House,17977,20400,Drama,0,0,,R,93,5,R,Drama,58,2011,0,0,1,0,0,0,1,0,0,0,0
"The Cook, The Thief, His Wife and Her Lover",4/6/1990,,,Miramax,7724701,16307700,Drama,0,0,,NC-17,124,239,NC-17,Drama,,1990,0,0,0,0,1,0,0,0,0,0,0
Cookie,8/25/1989,,,Warner Bros.,1869417,4205000,Unknown,0,0,"['Nora Ephron', 'Laurence Mark']",R,93,82,R,None,,1989,1,0,0,0,0,0,1,0,0,0,0
Cookie's Fortune,4/2/1999,10000000,['Robert Altman'],October,10920544,19196900,Comedy,0,0,,PG-13,118,559,PG-13,Comedy,,1999,0,0,0,0,1,1,0,0,0,0,0
The Cookout,9/3/2004,,,Lions Gate,11814019,16988600,Comedy,0,0,,PG-13,85,1303,PG-13,Comedy,83,2004,0,1,0,0,0,1,0,0,0,0,0
Cool as Ice,10/18/1991,6000000,,Universal,1193062,2530700,Drama,0,0,,PG,100,393,PG,Drama,,1991,0,1,0,0,0,0,0,1,0,0,0
Cool It,11/12/2010,,,Roadside Attractions,62713,70400,Documentary,0,0,,PG,88,43,PG,Documentary,48,2010,0,0,1,0,0,0,0,1,0,0,0
Cool Runnings,10/1/1993,14000000,['Jon Turteltaub'],Buena Vista,68856263,148355600,Sports Comedy,0,0,['Christopher Meledandri'],PG,98,1832,PG,Sports,,1993,0,1,0,0,0,0,0,1,0,0,0
Cool World,7/10/1992,,,Paramount,14110589,30363300,Fantasy Comedy,0,0,,PG-13,101,1600,PG-13,Fantasy_Scifi,,1992,1,0,0,0,0,1,0,0,0,0,0
"A Cool, Dry Place",1/29/1999,,,Fox,4390,7700,Unknown,0,0,,PG-13,97,2,PG-13,None,6,1999,0,0,0,1,0,1,0,0,0,0,0
The Cooler,11/26/2003,,['Wayne Kramer'],Lions Gate,8291572,11961400,Crime Drama,1,0,,R,101,408,R,Crime_Thriller,141,2003,0,0,1,0,0,0,1,0,0,0,0
Cooties,9/18/2015,,,Lionsgate Premiere,60058,64300,Action Comedy,0,0,,R,88,29,R,Act_Adven,13,2015,0,1,0,0,0,0,1,0,0,0,0
Cop,12/5/1987,,,Atlantic,1984315,4531900,Unknown,0,0,,R,111,,R,None,,1987,0,0,1,0,0,0,1,0,0,0,0
Cop and a Half,4/2/1993,,['Henry Winkler'],Universal,31889691,68786200,Comedy,0,0,,PG,93,1793,PG,Comedy,,1993,0,0,0,0,1,0,0,1,0,0,0
Cop Car,8/7/2015,,['Jon Watts'],Focus Features,134552,145600,Thriller,0,0,,R,86,60,R,Crime_Thriller,20,2015,1,0,0,0,0,0,1,0,0,0,0
Cop Land,8/15/1997,15000000,['James Mangold'],Miramax,44862187,87280900,Crime Drama,0,0,['Cathy Konrad'],R,105,2233,R,Crime_Thriller,,1997,1,0,0,0,0,0,1,0,0,0,0
Cop Out,2/26/2010,30000000,['Kevin Smith'],Warner Bros.,44875481,50407300,Comedy,0,0,"['Polly Johnsen', 'Marc Platt', 'Michael Tadross']",R,110,3150,R,Comedy,83,2010,0,0,0,1,0,0,1,0,0,0,0
Copperhead,6/28/2013,,,The Film Collective,171740,195600,Historical Drama,0,0,,PG-13,118,59,PG-13,Historical,44,2013,1,0,0,0,0,1,0,0,0,0,0
Cops and Robbersons,4/15/1994,,,TriStar,11391093,24335500,Action Comedy,0,0,,PG,93,1836,PG,Act_Adven,,1994,0,0,0,0,1,0,0,1,0,0,0
Copycat,10/27/1995,,['Jon Amiel'],Warner Bros.,32051917,65798500,Thriller,0,0,['Arnon Milchan'],R,123,1661,R,Crime_Thriller,,1995,0,1,0,0,0,0,1,0,0,0,0
Copying Beethoven,11/10/2006,,,MGM,384029,520700,Music Drama,0,0,['Sidney Kimmel'],PG-13,104,29,PG-13,Musical,,2006,0,0,1,0,0,1,0,0,0,0,0
Coraline,2/6/2009,60000000,['Henry Selick'],Focus Features,75286229,90121400,Animation,1,0,,PG,100,2320,PG,Animation,146,2009,0,0,0,1,0,0,0,1,0,0,0
The Core,3/28/2003,60000000,,Paramount,31186896,46185600,Action Drama,0,0,['Sean Bailey'],PG-13,136,3019,PG-13,Act_Adven,104,2003,0,0,0,0,1,1,0,0,0,0,0
Coriolanus,1/20/2012,,['Ralph Fiennes'],Weinstein Company,757195,848900,Period Drama,0,0,"['Ralph Fiennes', 'John Logan']",R,122,21,R,Historical,132,2012,0,0,0,1,0,0,1,0,0,0,0
Corky Romano,10/12/2001,,,Buena Vista,23980304,37813600,Crime Comedy,0,0,['Robert Simonds'],PG-13,85,2094,PG-13,Crime_Thriller,,2001,0,1,0,0,0,1,0,0,0,0,0
Corman's World,12/16/2011,,,Anchor Bay Films,7000,8000,Documentary,0,0,,R,95,2,R,Documentary,2,2011,0,0,1,0,0,0,1,0,0,0,0
Corporate Affairs,10/5/1990,,,Concorde,1006575,2125000,Comedy,0,0,,R,82,57,R,Comedy,,1990,0,1,0,0,0,0,1,0,0,0,0
"Corrina, Corrina",8/12/1994,,['Jessie Nelson'],New Line,20164171,43078000,Comedy / Drama,0,0,"['Bernie Goldmann', 'Steve Tisch']",PG,115,972,PG,Comedy,,1994,1,0,0,0,0,0,0,1,0,0,0
The Corruptor,3/12/1999,25000000,['James Foley'],New Line,15164492,26657300,Action / Crime,0,0,"['Dan Halsted', 'Jay Stern']",R,100,1804,R,Act_Adven,,1999,0,0,0,0,1,0,1,0,0,0,0
Corvette Summer,6/2/1978,,,MGM,15514367,59206500,Comedy,0,0,,PG,105,,PG,Comedy,,1978,1,0,0,0,0,0,0,1,0,0,0
Cosi,4/11/1997,,,Miramax,35489,69000,Comedy,0,0,,R,102,,R,Comedy,13,1997,0,0,0,0,1,0,1,0,0,0,0
Cosmopolis,8/17/2012,,['David Cronenberg'],Entertainment One,763556,839700,Drama,0,0,,R,108,65,R,Drama,48,2012,1,0,0,0,0,0,1,0,0,0,0
The Cotton Club,12/14/1984,58000000,,Orion Pictures,25928721,66483300,Crime Drama,2,0,,R,127,809,R,Crime_Thriller,,1984,0,0,1,0,0,0,1,0,0,0,0
Cotton Mary,3/15/2000,,,Artistic License,299432,496100,Unknown,0,0,,R,,4,R,None,,2000,0,0,0,0,1,0,1,0,0,0,0
The Couch Trip,1/15/1988,,,Lorimar,11005304,23911800,Unknown,0,0,['Lawrence Gordon'],R,97,1332,R,None,,1988,0,0,0,1,0,0,1,0,0,0,0
The Counselor,10/25/2013,25000000,['Ridley Scott'],Fox,16973715,18154300,Thriller,0,0,"['Cormac McCarthy', 'Ridley Scott', 'Nick Wechsler']",R,117,3044,R,Crime_Thriller,83,2013,0,1,0,0,0,0,1,0,0,0,0
The Count of Monte Cristo,1/25/2002,35000000,['Kevin Reynolds'],Buena Vista,54234062,83358000,Period Adventure,0,0,"['Gary Barber', 'Roger Birnbaum', 'Jonathan Glickman']",PG-13,131,2211,PG-13,Historical,146,2002,0,0,0,1,0,1,0,0,0,0,0
Countdown to Zero,7/23/2010,,,Magnolia,272040,305600,Documentary,0,0,"['Lawrence Bender', 'Jeff Skoll']",PG,90,28,PG,Documentary,76,2010,1,0,0,0,0,0,0,1,0,0,0
The Counterfeiters,2/22/2008,,,Sony Classics,5488570,6826300,Foreign,1,1,,R,98,170,R,Foreign,188,2008,0,0,0,1,0,0,1,0,0,0,0
Country,9/28/1984,,,Buena Vista,9640000,25620600,Unknown,1,0,,PG,110,488,PG,None,,1984,0,1,0,0,0,0,0,1,0,0,0
The Country Bears,7/26/2002,35000000,,Buena Vista,16990825,26115000,Family Comedy,0,0,['Jeffrey Chernov'],G,88,2553,G,Family,104,2002,1,0,0,0,0,0,0,0,1,0,0
Country Strong,12/22/2010,15000000,['Shana Feste'],Sony / Screen Gems,20218921,22541200,Music Drama,1,0,,PG-13,112,1441,PG-13,Musical,57,2010,0,0,1,0,0,1,0,0,0,0,0
Coupe de Ville,3/9/1990,,['Joe Roth'],Universal,715983,1511500,Comedy,0,0,['James G. Robinson'],PG-13,99,170,PG-13,Comedy,,1990,0,0,0,0,1,1,0,0,0,0,0
Couples Retreat,10/9/2009,70000000,,Universal,109204945,128101700,Comedy,0,0,"['Scott Stuber', 'Vince Vaughn']",PG-13,107,3074,PG-13,Comedy,118,2009,0,1,0,0,0,1,0,0,0,0,0
Courage Mountain,2/16/1990,,,Triumph,1393610,2942100,Family Adventure,0,0,,PG,99,506,PG,Family,,1990,0,0,0,1,0,0,0,1,0,0,0
Courage Under Fire,7/12/1996,,['Edward Zwick'],Fox,59031057,119264100,War Drama,0,0,"['Debra Martin Chase', 'John Davis']",R,117,2001,R,War,,1996,1,0,0,0,0,0,1,0,0,0,0
Courageous,9/30/2011,2000000,['Alex Kendrick'],TriStar,34522221,39363800,Drama,0,0,['Stephen Kendrick'],PG-13,130,1214,PG-13,Drama,118,2011,0,1,0,0,0,1,0,0,0,0,0
Cousin Bette,6/12/1998,,,Fox Searchlight,1295194,2466100,Period Comedy,0,0,,R,108,68,R,Historical,,1998,1,0,0,0,0,0,1,0,0,0,0
Cousins,2/10/1989,,['Joel Schumacher'],Paramount,22026369,49545500,Romantic Comedy,0,0,,PG-13,110,747,PG-13,Romance,,1989,0,0,0,1,0,1,0,0,0,0,0
The Cove,7/31/2009,,,Roadside Attractions,857005,1023400,Documentary,1,1,,PG-13,96,56,PG-13,Documentary,237,2009,1,0,0,0,0,1,0,0,0,0,0
The Covenant,9/8/2006,,['Renny Harlin'],Sony / Screen Gems,23380495,31876000,Horror,0,0,"['Gary Lucchesi', 'Tom Rosenberg']",PG-13,97,2681,PG-13,Horror,37,2006,0,1,0,0,0,1,0,0,0,0,0
Cowboy Bebop,4/4/2003,,,IDP,1000045,1481000,Animation,0,0,,R,115,29,R,Animation,104,2003,0,0,0,0,1,0,1,0,0,0,0
The Cowboy Way,6/3/1994,,['Gregg Champion'],Universal,20280016,43325500,Action Comedy,0,0,['Brian Grazer'],PG-13,107,1833,PG-13,Act_Adven,,1994,1,0,0,0,0,1,0,0,0,0,0
The Cowboys,1/13/1972,,['Mark Rydell'],Warner Bros.,,,Western,0,0,['Mark Rydell'],PG,131,,PG,Western,,1972,0,0,0,1,0,0,0,1,0,0,0
Cowboys & Aliens,7/29/2011,163000000,['Jon Favreau'],Universal,100240551,112752900,Sci-Fi Action,0,0,"['Bobby Cohen', 'Brian Grazer', 'Ron Howard', 'Ryan Kavanaugh', 'Alex Kurtzman', 'Damon Lindelof', 'Roberto Orci', 'Scott Mitchell Rosenberg', 'Steven Spielberg', 'Denis L. Stewart']",PG-13,118,3754,PG-13,Fantasy_Scifi,97,2011,1,0,0,0,0,1,0,0,0,0,0
Cowgirls n' Angels,5/25/2012,,,Samuel Goldwyn,120680,132700,Family,0,0,,PG,92,50,PG,Family,20,2012,1,0,0,0,0,0,0,1,0,0,0
Coyote County Loser,3/20/2009,,,Roebuck Media,24375,29200,Comedy,0,0,,PG,96,2,PG,Comedy,62,2009,0,0,0,0,1,0,0,1,0,0,0
Coyote Ugly,8/4/2000,45000000,,Buena Vista,60786269,100709000,Music Drama,0,0,['Jerry Bruckheimer'],PG-13,101,2664,PG-13,Musical,,2000,1,0,0,0,0,1,0,0,0,0,0
CQ,5/24/2002,,['Roman Coppola'],MGM,414358,636900,Unknown,0,0,,R,91,19,R,None,111,2002,1,0,0,0,0,0,1,0,0,0,0
Crack House,11/10/1989,,,Cannon Films,862551,1940200,Unknown,0,0,,R,91,67,R,None,,1989,0,0,1,0,0,0,1,0,0,0,0
Crackers,2/17/1984,,,Universal,129268,343600,Crime Comedy,0,0,,PG,91,21,PG,Crime_Thriller,,1984,0,0,0,1,0,0,0,1,0,0,0
Cracks,3/18/2011,,,IFC,29683,33400,Drama,0,0,['Tony Scott'],R,104,6,R,Drama,20,2011,0,0,0,0,1,0,1,0,0,0,0
Cradle 2 the Grave,2/28/2003,25000000,['Andrzej Bartkowiak'],Warner Bros.,34712347,51406500,Action,0,0,['Joel Silver'],R,100,2625,R,Act_Adven,76,2003,0,0,0,1,0,0,1,0,0,0,0
Cradle Will Rock,12/10/1999,36000000,['Tim Robbins'],Buena Vista,2903404,4868000,Period Drama,0,0,['Jon Kilik'],R,109,506,R,Historical,,1999,0,0,1,0,0,0,1,0,0,0,0
The Craft,5/3/1996,,['Andrew Fleming'],Sony / Columbia,24819936,50145300,Fantasy Drama,0,0,['Douglas Wick'],R,105,1762,R,Fantasy_Scifi,,1996,1,0,0,0,0,0,1,0,0,0,0
Crank,9/1/2006,12000000,"['Mark Neveldine', 'Brian Taylor']",Lionsgate,27838408,37953700,Action / Crime,0,0,"['Gary Lucchesi', 'Tom Rosenberg', 'Richard Wright']",R,83,2515,R,Act_Adven,48,2006,0,1,0,0,0,0,1,0,0,0,0
Crank: High Voltage,4/17/2009,,"['Mark Neveldine', 'Brian Taylor']",Lionsgate,13684249,17019600,Action / Crime,0,0,"['Gary Lucchesi', 'Tom Rosenberg', 'Richard Wright']",R,85,2223,R,Act_Adven,27,2009,0,0,0,0,1,0,1,0,0,0,0
Crash,5/6/2005,6500000,['Paul Haggis'],Lions Gate,54580300,76002800,Drama,6,3,"['Paul Haggis', 'Cathy Schulman', 'Bob Yari']",R,100,1905,R,Drama,335,2005,1,0,0,0,0,0,1,0,0,0,0
The Crash,1/13/2017,,,Independent,,,Crime Thriller,0,0,,R,84,,R,Crime_Thriller,,2017,0,0,0,1,0,0,1,0,0,0,0
Crash,10/4/1996,,,Fine Line,2038450,3965900,Drama / Thriller,0,0,,NC-17,100,339,NC-17,Drama,,1996,0,1,0,0,0,0,0,0,0,0,0
Crash Pad,10/27/2017,,,Vertical Entertainment,,,Comedy,0,0,,R,93,,R,Comedy,,2017,0,1,0,0,0,0,1,0,0,0,0
The Crazies,2/26/2010,20000000,['Breck Eisner'],Overture Films,39123589,43946400,Horror,0,0,"['Rob Cowan', 'Jeff Skoll']",R,101,2479,R,Horror,83,2010,0,0,0,1,0,0,1,0,0,0,0
Crazy as Hell,9/27/2002,1800000,,Artistic License,21679,33300,Unknown,0,0,,R,113,7,R,None,13,2002,0,1,0,0,0,0,1,0,0,0,0
Crazy Heart,12/16/2009,7000000,['Scott Cooper'],Fox Searchlight,39464306,44353200,Drama,3,2,"['Jeff Bridges', 'Scott Cooper']",R,111,1361,R,Drama,169,2009,0,0,1,0,0,0,1,0,0,0,0
Crazy in Alabama,10/22/1999,,,Sony / Columbia,2005840,3526000,Comedy / Drama,0,0,,PG-13,111,1214,PG-13,Comedy,,1999,0,1,0,0,0,1,0,0,0,0,0
Crazy Like a Fox,5/5/2006,,,Delphi Film Foundation,9376,12800,Comedy,0,0,,PG-13,98,3,PG-13,Comedy,13,2006,1,0,0,0,0,1,0,0,0,0,0
Crazy Love,6/1/2007,,,Magnolia,301027,390700,Documentary,0,0,,PG-13,91,38,PG-13,Documentary,104,2007,1,0,0,0,0,1,0,0,0,0,0
Crazy Mama,7/5/1975,,['Jonathan Demme'],New World,,,Unknown,0,0,,PG,81,,PG,None,,1975,1,0,0,0,0,0,0,1,0,0,0
Crazy Moon,9/11/1987,,,Miramax,,,Romance,0,0,,PG,90,,PG,Romance,,1987,0,1,0,0,0,0,0,1,0,0,0
Crazy on the Outside,1/8/2010,,['Tim Allen'],Freestyle Releasing,88335,99200,Comedy,0,0,,PG-13,96,75,PG-13,Comedy,6,2010,0,0,0,1,0,1,0,0,0,0,0
Crazy People,4/13/1990,,,Paramount,13236513,27943800,Comedy,0,0,['Robert K. Weiss'],R,91,1389,R,Comedy,,1990,0,0,0,0,1,0,1,0,0,0,0
"Crazy, Stupid, Love.",7/29/2011,50000000,"['Glenn Ficarra', 'John Requa']",Warner Bros.,84351197,94899900,Comedy,0,0,"['Steve Carell', 'Denise Di Novi']",PG-13,107,3020,PG-13,Comedy,118,2011,1,0,0,0,0,1,0,0,0,0,0
crazy/beautiful,6/29/2001,13000000,['John Stockwell'],Buena Vista,16937988,26723700,Romance,0,0,,PG-13,95,1603,PG-13,Romance,,2001,1,0,0,0,0,1,0,0,0,0,0
Creation,1/22/2010,,,Newmarket,341323,383400,Historical Drama,0,0,,PG-13,108,12,PG-13,Historical,125,2010,0,0,0,1,0,1,0,0,0,0,0
Creative Control,3/11/2016,,,Magnolia,63014,65600,Drama,0,0,,R,97,72,R,Drama,,2016,0,0,0,0,1,0,1,0,0,0,0
Creator,9/20/1985,,,Universal,5349607,13456900,Romantic Comedy,0,0,,R,107,820,R,Romance,,1985,0,1,0,0,0,0,1,0,0,0,0
Creature,9/9/2011,,,Bubble Distribution,508714,563600,Horror,0,0,,R,93,1507,R,Horror,6,2011,0,1,0,0,0,0,1,0,0,0,0
Creed,11/25/2015,35000000,['Ryan Coogler'],Warner Bros. (New Line),109767581,112818500,Drama,1,0,,PG-13,133,3502,PG-13,Drama,99,2015,0,0,1,0,0,1,0,0,0,0,0
Creepshow,11/12/1982,,['George A. Romero'],Warner Bros.,21028755,63873100,Horror,0,0,['Richard P. Rubinstein'],R,120,1132,R,Horror,,1982,0,0,1,0,0,0,1,0,0,0,0
Creepshow 2,5/1/1987,,,New World,14000000,31974400,Horror,0,0,,R,87,1012,R,Horror,,1987,1,0,0,0,0,0,1,0,0,0,0
The Crew,8/25/2000,38000000,,Buena Vista,13023075,21576300,Crime Comedy,0,0,['Barry Sonnenfeld'],PG-13,88,1515,PG-13,Crime_Thriller,,2000,1,0,0,0,0,1,0,0,0,0,0
Crime Spree,9/19/2003,,,Innovation Film Group,,,Unknown,0,0,,R,100,,R,None,,2003,0,1,0,0,0,0,1,0,0,0,0
Crimes and Misdemeanors,10/13/1989,,['Woody Allen'],Orion Pictures,18254702,41061600,Comedy Thriller,3,0,,PG-13,104,525,PG-13,Comedy,,1989,0,1,0,0,0,1,0,0,0,0,0
Crimes of Passion,10/19/1984,,,New World,2912945,7741800,Unknown,0,0,,R,110,325,R,None,,1984,0,1,0,0,0,0,1,0,0,0,0
Crimes of the Heart,12/12/1986,,['Bruce Beresford'],DEG,22905522,52894600,Comedy / Drama,3,0,,PG-13,105,685,PG-13,Comedy,,1986,0,0,1,0,0,1,0,0,0,0,0
Crimewave,4/25/1986,,['Sam Raimi'],Columbia,5101,12300,Crime Comedy,0,0,,PG-13,83,7,PG-13,Crime_Thriller,6,1986,0,0,0,0,1,1,0,0,0,0,0
Criminal,9/10/2004,,['Gregory Jacobs'],Warner Independent,929233,1336200,Crime Thriller,0,0,"['Jennifer Fox', 'Gregory Jacobs', 'Steven Soderbergh']",R,87,90,R,Crime_Thriller,48,2004,0,1,0,0,0,0,1,0,0,0,0
Criminal,4/15/2016,,,Lionsgate/Summit,14708696,15045700,Action,0,0,,R,113,2683,R,Act_Adven,41,2016,0,0,0,0,1,0,1,0,0,0,0
Criminal Law,4/28/1989,,['Martin Campbell'],Hemdale,9974446,22436200,Unknown,0,0,,R,117,1166,R,None,,1989,0,0,0,0,1,0,1,0,0,0,0
Crimson Peak,10/16/2015,55000000,['Guillermo del Toro'],Universal,31090320,31912200,Horror,0,0,"['Guillermo del Toro', 'Jon Jashni']",R,119,2991,R,Horror,41,2015,0,1,0,0,0,0,1,0,0,0,0
Crimson Tide,5/12/1995,,['Tony Scott'],Buena Vista,91387195,187606300,Action Thriller,3,0,['Jerry Bruckheimer'],R,116,2514,R,Act_Adven,,1995,1,0,0,0,0,0,1,0,0,0,0
Crisscross,5/8/1992,,,MGM,3052738,6568900,Drama,0,0,,R,101,449,R,Drama,,1992,1,0,0,0,0,0,1,0,0,0,0
Critical Care,10/31/1997,12000000,,Artisan,221193,430300,Unknown,0,0,['Don Carmody'],R,107,34,R,None,55,1997,0,1,0,0,0,0,1,0,0,0,0
Critical Condition,1/16/1987,,['Michael Apted'],Paramount,20240502,46227000,Comedy,0,0,['Ted Field'],R,97,1343,R,Comedy,,1987,0,0,0,1,0,0,1,0,0,0,0
Critters,4/11/1986,,,New Line,13167232,31693700,Horror Comedy,0,0,,PG-13,86,633,PG-13,Horror,,1986,0,0,0,0,1,1,0,0,0,0,0
Critters 2: The Main Course,4/29/1988,,,New Line,3813293,8285300,Horror Comedy,0,0,,PG-13,87,1114,PG-13,Horror,,1988,0,0,0,0,1,1,0,0,0,0,0
Crocodile Dundee,9/26/1986,,,Paramount,174803506,412587900,Adventure Comedy,1,0,,PG-13,93,1495,PG-13,Act_Adven,,1986,0,1,0,0,0,1,0,0,0,0,0
Crocodile Dundee II,5/25/1988,,,Paramount,109306210,237495000,Adventure Comedy,0,0,,PG,110,2837,PG,Act_Adven,,1988,1,0,0,0,0,0,0,1,0,0,0
Crocodile Dundee in Los Angeles,4/20/2001,,,Paramount,25635682,40446400,Comedy,0,0,,PG,94,2166,PG,Comedy,,2001,0,0,0,0,1,0,0,1,0,0,0
The Crocodile Hunter: Collision Course,7/12/2002,12000000,,MGM,28442574,43716400,Family Adventure,0,0,,PG,90,2535,PG,Family,146,2002,1,0,0,0,0,0,0,1,0,0,0
Cronicas,7/8/2005,,,Palm,300322,418400,Drama / Thriller,0,0,,R,108,17,R,Drama,118,2005,1,0,0,0,0,0,1,0,0,0,0
Cronos,4/1/1994,,['Guillermo del Toro'],October,621392,1327500,Period Horror,0,0,,R,94,28,R,Historical,,1994,0,0,0,0,1,0,1,0,0,0,0
The Croods,3/22/2013,135000000,"['Kirk De Micco', 'Chris Sanders']",Fox,187168425,203124800,Animation,1,0,"['Kristine Belson', 'Jane Hartwell']",PG,98,4065,PG,Animation,181,2013,0,0,0,0,1,0,0,1,0,0,0
Crooked Arrows,5/18/2012,,,Branded/Peck Ent.,1832541,2017200,Sports Drama,0,0,,PG-13,100,327,PG-13,Sports,62,2012,1,0,0,0,0,1,0,0,0,0,0
Crooked Hearts,5/31/1991,,,MGM,30964,65700,Drama,0,0,,R,112,,R,Drama,118,1991,1,0,0,0,0,0,1,0,0,0,0
Crooked House,12/22/2017,,,Vertical Entertainment,,,Crime Drama,0,0,,PG-13,115,,PG-13,Crime_Thriller,,2017,0,0,1,0,0,1,0,0,0,0,0
Crooklyn,5/13/1994,,['Spike Lee'],Universal,13642861,29146100,Comedy / Drama,0,0,['Jon Kilik'],PG-13,114,1035,PG-13,Comedy,,1994,1,0,0,0,0,1,0,0,0,0,0
Cross Creek,12/5/1983,,,Universal,,,Unknown,4,0,,PG,127,,PG,None,,1983,0,0,1,0,0,0,0,1,0,0,0
Cross My Heart,11/13/1987,,,Universal,1025762,2342700,Unknown,0,0,['Lawrence Kasdan'],R,90,205,R,None,,1987,0,0,1,0,0,0,1,0,0,0,0
The Cross: The Arthur Blessit Story,3/27/2009,,,8X Entertainment,741557,887700,Documentary,0,0,,PG,90,221,PG,Documentary,59,2009,0,0,0,0,1,0,0,1,0,0,0
Crossing Delancey,8/26/1988,,,Warner Bros.,16262415,35334200,Romantic Comedy,0,0,,PG,97,303,PG,Romance,,1988,1,0,0,0,0,0,0,1,0,0,0
The Crossing Guard,11/17/1995,,['Sean Penn'],Miramax,868979,1783900,Drama,0,0,,R,111,6,R,Drama,,1995,0,0,1,0,0,0,1,0,0,0,0
